Final statisticsStock: MRNA, 
2024-11-25 03:20:15,475 - Sell to close 1215.00 shares at 105.64 on 2024-04-25 17:30:00+00:00 (Exit: Signal, Profit: 1048.280000000013, Duration: 240.0 minutes)
2024-11-25 03:20:15,475 - Short Sell 183.00 shares at 105.95 on 2024-04-25 17:45:00+00:00
2024-11-25 03:20:15,475 - Short Sell 183.00 shares at 105.94 on 2024-04-25 18:00:00+00:00
2024-11-25 03:20:15,475 - Short Sell 183.00 shares at 105.74 on 2024-04-25 18:15:00+00:00
2024-11-25 03:20:15,475 - Short Sell 183.00 shares at 105.89 on 2024-04-25 18:30:00+00:00
2024-11-25 03:20:15,475 - Short Sell 182.00 shares at 106.33 on 2024-04-25 19:00:00+00:00
2024-11-25 03:20:15,475 - Short Sell 182.00 shares at 106.32 on 2024-04-25 19:15:00+00:00
2024-11-25 03:20:15,475 - Short Sell 180.00 shares at 107.09 on 2024-04-26 13:30:00+00:00
2024-11-25 03:20:15,475 - Short Sell 180.00 shares at 107.12 on 2024-04-26 13:45:00+00:00
2024-11-25 03:20:15,475 - Buy to cover -1456.00 shares at 108.01 on 2024-04-26 14:00:00+00:00 (Exit: Stop_loss, Profit: -2498.2999999999993, Duration: 1215.0 minutes)
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.36 on 2024-04-29 13:30:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.21 on 2024-04-29 13:45:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.71 on 2024-04-29 14:00:00+00:00
2024-11-25 03:20:15,476 - Short Sell 172.00 shares at 112.28 on 2024-04-29 14:15:00+00:00
2024-11-25 03:20:15,476 - Short Sell 172.00 shares at 111.8 on 2024-04-29 14:30:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.63 on 2024-04-29 14:45:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.59 on 2024-04-29 15:00:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.51 on 2024-04-29 15:15:00+00:00
2024-11-25 03:20:15,476 - Short Sell 174.00 shares at 110.92 on 2024-04-29 15:30:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.68 on 2024-04-29 15:45:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.57 on 2024-04-29 16:00:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.41 on 2024-04-29 16:15:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.61 on 2024-04-29 16:30:00+00:00
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.71 on 2024-04-29 16:45:00+00:00
2024-11-25 03:20:15,476 - Buy to cover -2421.00 shares at 111.37 on 2024-04-29 17:00:00+00:00 (Exit: Signal, Profit: 484.3399999999888, Duration: 210.0 minutes)
2024-11-25 03:20:15,476 - Long Buy 174.00 shares at 111.19 on 2024-04-29 17:45:00+00:00
2024-11-25 03:20:15,476 - Sell to close 174.00 shares at 111.25 on 2024-04-30 14:00:00+00:00 (Exit: Signal, Profit: 10.439999999997923, Duration: 1215.0 minutes)
2024-11-25 03:20:15,476 - Short Sell 173.00 shares at 111.73 on 2024-04-30 14:15:00+00:00
2024-11-25 03:20:15,476 - Short Sell 172.00 shares at 112.12 on 2024-04-30 14:30:00+00:00
2024-11-25 03:20:15,476 - Short Sell 171.00 shares at 112.7 on 2024-04-30 14:45:00+00:00
2024-11-25 03:20:15,477 - Short Sell 171.00 shares at 112.7 on 2024-04-30 15:00:00+00:00
2024-11-25 03:20:15,477 - Short Sell 171.00 shares at 112.54 on 2024-04-30 15:15:00+00:00
2024-11-25 03:20:15,477 - Short Sell 172.00 shares at 111.98 on 2024-04-30 15:30:00+00:00
2024-11-25 03:20:15,477 - Short Sell 173.00 shares at 111.79 on 2024-04-30 16:15:00+00:00
2024-11-25 03:20:15,477 - Short Sell 172.00 shares at 111.95 on 2024-04-30 17:00:00+00:00
2024-11-25 03:20:15,477 - Short Sell 173.00 shares at 111.55 on 2024-04-30 17:45:00+00:00
2024-11-25 03:20:15,477 - Buy to cover -1548.00 shares at 111.17 on 2024-04-30 18:15:00+00:00 (Exit: Signal, Profit: 1464.289999999974, Duration: 240.0 minutes)
2024-11-25 03:20:15,477 - Long Buy 174.00 shares at 110.83 on 2024-04-30 19:30:00+00:00
2024-11-25 03:20:15,477 - Long Buy 172.00 shares at 110.27 on 2024-04-30 19:45:00+00:00
2024-11-25 03:20:15,477 - Long Buy 168.00 shares at 110.47 on 2024-05-01 14:00:00+00:00
2024-11-25 03:20:15,477 - Long Buy 165.00 shares at 110.12 on 2024-05-01 14:15:00+00:00
2024-11-25 03:20:15,477 - Long Buy 162.00 shares at 110.0 on 2024-05-01 14:30:00+00:00
2024-11-25 03:20:15,477 - Long Buy 159.00 shares at 109.7 on 2024-05-01 14:45:00+00:00
2024-11-25 03:20:15,477 - Sell to close 1000.00 shares at 110.14 on 2024-05-01 15:00:00+00:00 (Exit: Signal, Profit: -101.91999999999268, Duration: 1170.0 minutes)
2024-11-25 03:20:15,477 - Short Sell 176.00 shares at 109.94 on 2024-05-01 15:15:00+00:00
2024-11-25 03:20:15,477 - Short Sell 175.00 shares at 110.19 on 2024-05-01 16:00:00+00:00
2024-11-25 03:20:15,477 - Buy to cover -351.00 shares at 109.14 on 2024-05-01 16:45:00+00:00 (Exit: Signal, Profit: 324.5500000000008, Duration: 90.0 minutes)
2024-11-25 03:20:15,477 - Long Buy 177.00 shares at 109.08 on 2024-05-01 17:00:00+00:00
2024-11-25 03:20:15,477 - Sell to close 177.00 shares at 110.82 on 2024-05-01 18:15:00+00:00 (Exit: Signal, Profit: 307.9799999999991, Duration: 75.0 minutes)
2024-11-25 03:20:15,477 - Short Sell 173.00 shares at 112.04 on 2024-05-01 18:30:00+00:00
2024-11-25 03:20:15,478 - Short Sell 171.00 shares at 113.09 on 2024-05-01 18:45:00+00:00
2024-11-25 03:20:15,478 - Short Sell 170.00 shares at 113.51 on 2024-05-01 19:00:00+00:00
2024-11-25 03:20:15,478 - Short Sell 171.00 shares at 113.12 on 2024-05-01 19:15:00+00:00
2024-11-25 03:20:15,478 - Buy to cover -685.00 shares at 110.89 on 2024-05-01 19:30:00+00:00 (Exit: Signal, Profit: 1401.8800000000015, Duration: 60.0 minutes)
2024-11-25 03:20:15,478 - Long Buy 174.00 shares at 111.46 on 2024-05-01 19:45:00+00:00
2024-11-25 03:20:15,478 - Sell to close 174.00 shares at 118.22 on 2024-05-02 13:30:00+00:00 (Exit: Profit_take, Profit: 1176.2400000000034, Duration: 1065.0 minutes)
2024-11-25 03:20:15,478 - Short Sell 167.00 shares at 115.88 on 2024-05-02 13:45:00+00:00
2024-11-25 03:20:15,478 - Buy to cover -167.00 shares at 119.42 on 2024-05-02 14:00:00+00:00 (Exit: Stop_loss, Profit: -591.1800000000011, Duration: 15.0 minutes)
2024-11-25 03:20:15,478 - Long Buy 155.00 shares at 125.16 on 2024-05-03 13:30:00+00:00
2024-11-25 03:20:15,478 - Long Buy 153.00 shares at 124.39 on 2024-05-03 13:45:00+00:00
2024-11-25 03:20:15,478 - Long Buy 151.00 shares at 123.3 on 2024-05-03 14:00:00+00:00
2024-11-25 03:20:15,478 - Long Buy 147.00 shares at 124.35 on 2024-05-03 14:30:00+00:00
2024-11-25 03:20:15,478 - Long Buy 143.00 shares at 124.49 on 2024-05-03 14:45:00+00:00
2024-11-25 03:20:15,478 - Long Buy 141.00 shares at 124.14 on 2024-05-03 15:00:00+00:00
2024-11-25 03:20:15,478 - Long Buy 139.00 shares at 123.45 on 2024-05-03 15:15:00+00:00
2024-11-25 03:20:15,478 - Long Buy 136.00 shares at 123.59 on 2024-05-03 15:30:00+00:00
2024-11-25 03:20:15,478 - Long Buy 134.00 shares at 123.32 on 2024-05-03 15:45:00+00:00
2024-11-25 03:20:15,478 - Long Buy 131.00 shares at 122.87 on 2024-05-03 16:00:00+00:00
2024-11-25 03:20:15,478 - Long Buy 129.00 shares at 122.97 on 2024-05-03 16:15:00+00:00
2024-11-25 03:20:15,478 - Long Buy 126.00 shares at 122.93 on 2024-05-03 16:30:00+00:00
2024-11-25 03:20:15,478 - Long Buy 124.00 shares at 122.84 on 2024-05-03 16:45:00+00:00
2024-11-25 03:20:15,479 - Holding 1809.0 shares as an open position at the end with unrealized return: -0.007106890750264918, Duration: 195.0 minutes
