Final statisticsStock: MRNA, 
2024-11-25 03:15:23,067 - Long Buy 170.00 shares at 104.67 on 2024-04-25 14:30:00+00:00
2024-11-25 03:15:23,067 - Long Buy 169.00 shares at 103.55 on 2024-04-25 14:45:00+00:00
2024-11-25 03:15:23,067 - Long Buy 164.00 shares at 104.31 on 2024-04-25 15:15:00+00:00
2024-11-25 03:15:23,067 - Sell to close 1215.00 shares at 105.21 on 2024-04-25 16:30:00+00:00 (Exit: Signal, Profit: 525.8300000000045, Duration: 180.0 minutes)
2024-11-25 03:15:23,067 - Short Sell 183.00 shares at 105.64 on 2024-04-25 17:30:00+00:00
2024-11-25 03:15:23,067 - Short Sell 182.00 shares at 105.95 on 2024-04-25 17:45:00+00:00
2024-11-25 03:15:23,067 - Short Sell 182.00 shares at 105.94 on 2024-04-25 18:00:00+00:00
2024-11-25 03:15:23,067 - Short Sell 183.00 shares at 105.74 on 2024-04-25 18:15:00+00:00
2024-11-25 03:15:23,067 - Short Sell 182.00 shares at 105.89 on 2024-04-25 18:30:00+00:00
2024-11-25 03:15:23,067 - Short Sell 182.00 shares at 106.33 on 2024-04-25 19:00:00+00:00
2024-11-25 03:15:23,067 - Short Sell 182.00 shares at 106.32 on 2024-04-25 19:15:00+00:00
2024-11-25 03:15:23,067 - Short Sell 180.00 shares at 107.09 on 2024-04-26 13:30:00+00:00
2024-11-25 03:15:23,067 - Short Sell 180.00 shares at 107.12 on 2024-04-26 13:45:00+00:00
2024-11-25 03:15:23,067 - Buy to cover -1636.00 shares at 108.01 on 2024-04-26 14:00:00+00:00 (Exit: Stop_loss, Profit: -2925.760000000004, Duration: 1230.0 minutes)
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.36 on 2024-04-29 13:30:00+00:00
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.21 on 2024-04-29 13:45:00+00:00
2024-11-25 03:15:23,068 - Short Sell 172.00 shares at 111.71 on 2024-04-29 14:00:00+00:00
2024-11-25 03:15:23,068 - Short Sell 171.00 shares at 112.28 on 2024-04-29 14:15:00+00:00
2024-11-25 03:15:23,068 - Short Sell 172.00 shares at 111.8 on 2024-04-29 14:30:00+00:00
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.63 on 2024-04-29 14:45:00+00:00
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.59 on 2024-04-29 15:00:00+00:00
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.51 on 2024-04-29 15:15:00+00:00
2024-11-25 03:15:23,068 - Short Sell 174.00 shares at 110.92 on 2024-04-29 15:30:00+00:00
2024-11-25 03:15:23,068 - Short Sell 172.00 shares at 111.68 on 2024-04-29 15:45:00+00:00
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.57 on 2024-04-29 16:00:00+00:00
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.41 on 2024-04-29 16:15:00+00:00
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.61 on 2024-04-29 16:30:00+00:00
2024-11-25 03:15:23,068 - Short Sell 172.00 shares at 111.71 on 2024-04-29 16:45:00+00:00
2024-11-25 03:15:23,068 - Buy to cover -2417.00 shares at 111.37 on 2024-04-29 17:00:00+00:00 (Exit: Signal, Profit: 482.4400000000414, Duration: 210.0 minutes)
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.25 on 2024-04-30 14:00:00+00:00
2024-11-25 03:15:23,068 - Short Sell 172.00 shares at 111.73 on 2024-04-30 14:15:00+00:00
2024-11-25 03:15:23,068 - Short Sell 172.00 shares at 112.12 on 2024-04-30 14:30:00+00:00
2024-11-25 03:15:23,068 - Short Sell 171.00 shares at 112.7 on 2024-04-30 14:45:00+00:00
2024-11-25 03:15:23,068 - Short Sell 171.00 shares at 112.7 on 2024-04-30 15:00:00+00:00
2024-11-25 03:15:23,068 - Short Sell 171.00 shares at 112.54 on 2024-04-30 15:15:00+00:00
2024-11-25 03:15:23,068 - Short Sell 172.00 shares at 111.98 on 2024-04-30 15:30:00+00:00
2024-11-25 03:15:23,068 - Short Sell 173.00 shares at 111.67 on 2024-04-30 15:45:00+00:00
2024-11-25 03:15:23,069 - Short Sell 172.00 shares at 111.79 on 2024-04-30 16:15:00+00:00
2024-11-25 03:15:23,069 - Short Sell 172.00 shares at 111.95 on 2024-04-30 17:00:00+00:00
2024-11-25 03:15:23,069 - Short Sell 173.00 shares at 111.55 on 2024-04-30 17:45:00+00:00
2024-11-25 03:15:23,069 - Buy to cover -1892.00 shares at 110.83 on 2024-04-30 19:30:00+00:00 (Exit: Profit_take, Profit: 2206.730000000011, Duration: 330.0 minutes)
2024-11-25 03:15:23,069 - Long Buy 175.00 shares at 110.27 on 2024-04-30 19:45:00+00:00
2024-11-25 03:15:23,069 - Long Buy 171.00 shares at 110.47 on 2024-05-01 14:00:00+00:00
2024-11-25 03:15:23,069 - Long Buy 168.00 shares at 110.12 on 2024-05-01 14:15:00+00:00
2024-11-25 03:15:23,069 - Long Buy 165.00 shares at 110.0 on 2024-05-01 14:30:00+00:00
2024-11-25 03:15:23,069 - Long Buy 162.00 shares at 109.7 on 2024-05-01 14:45:00+00:00
2024-11-25 03:15:23,069 - Sell to close 841.00 shares at 110.14 on 2024-05-01 15:00:00+00:00 (Exit: Signal, Profit: 18.56000000000661, Duration: 1155.0 minutes)
2024-11-25 03:15:23,069 - Short Sell 176.00 shares at 109.94 on 2024-05-01 15:15:00+00:00
2024-11-25 03:15:23,069 - Short Sell 175.00 shares at 110.19 on 2024-05-01 16:00:00+00:00
2024-11-25 03:15:23,069 - Short Sell 174.00 shares at 110.82 on 2024-05-01 18:15:00+00:00
2024-11-25 03:15:23,069 - Buy to cover -525.00 shares at 112.04 on 2024-05-01 18:30:00+00:00 (Exit: Stop_loss, Profit: -905.6299999999972, Duration: 195.0 minutes)
2024-11-25 03:15:23,069 - Short Sell 163.00 shares at 118.22 on 2024-05-02 13:30:00+00:00
2024-11-25 03:15:23,069 - Buy to cover -163.00 shares at 115.88 on 2024-05-02 13:45:00+00:00 (Exit: Profit_take, Profit: 381.4200000000005, Duration: 15.0 minutes)
2024-11-25 03:15:23,069 - Short Sell 162.00 shares at 119.42 on 2024-05-02 14:00:00+00:00
2024-11-25 03:15:23,069 - Short Sell 160.00 shares at 120.29 on 2024-05-02 14:15:00+00:00
2024-11-25 03:15:23,070 - Short Sell 161.00 shares at 119.66 on 2024-05-02 14:30:00+00:00
2024-11-25 03:15:23,070 - Short Sell 161.00 shares at 119.87 on 2024-05-02 14:45:00+00:00
2024-11-25 03:15:23,070 - Short Sell 162.00 shares at 119.44 on 2024-05-02 15:00:00+00:00
2024-11-25 03:15:23,070 - Short Sell 163.00 shares at 118.75 on 2024-05-02 15:15:00+00:00
2024-11-25 03:15:23,070 - Short Sell 162.00 shares at 118.92 on 2024-05-02 15:30:00+00:00
2024-11-25 03:15:23,070 - Short Sell 160.00 shares at 120.29 on 2024-05-02 15:45:00+00:00
2024-11-25 03:15:23,070 - Buy to cover -1291.00 shares at 121.24 on 2024-05-02 16:00:00+00:00 (Exit: Stop_loss, Profit: -2147.0999999999976, Duration: 120.0 minutes)
2024-11-25 03:15:23,070 - Long Buy 154.00 shares at 125.16 on 2024-05-03 13:30:00+00:00
2024-11-25 03:15:23,070 - Long Buy 152.00 shares at 124.39 on 2024-05-03 13:45:00+00:00
2024-11-25 03:15:23,070 - Long Buy 150.00 shares at 123.3 on 2024-05-03 14:00:00+00:00
2024-11-25 03:15:23,070 - Long Buy 145.00 shares at 125.23 on 2024-05-03 14:15:00+00:00
2024-11-25 03:15:23,070 - Long Buy 143.00 shares at 124.35 on 2024-05-03 14:30:00+00:00
2024-11-25 03:15:23,070 - Long Buy 140.00 shares at 124.49 on 2024-05-03 14:45:00+00:00
2024-11-25 03:15:23,070 - Long Buy 137.00 shares at 124.14 on 2024-05-03 15:00:00+00:00
2024-11-25 03:15:23,070 - Long Buy 135.00 shares at 123.45 on 2024-05-03 15:15:00+00:00
2024-11-25 03:15:23,070 - Long Buy 133.00 shares at 123.59 on 2024-05-03 15:30:00+00:00
2024-11-25 03:15:23,070 - Long Buy 130.00 shares at 123.32 on 2024-05-03 15:45:00+00:00
2024-11-25 03:15:23,070 - Long Buy 128.00 shares at 122.87 on 2024-05-03 16:00:00+00:00
2024-11-25 03:15:23,070 - Long Buy 125.00 shares at 122.97 on 2024-05-03 16:15:00+00:00
2024-11-25 03:15:23,070 - Long Buy 123.00 shares at 122.93 on 2024-05-03 16:30:00+00:00
2024-11-25 03:15:23,070 - Long Buy 121.00 shares at 122.84 on 2024-05-03 16:45:00+00:00
2024-11-25 03:15:23,071 - Holding 1916.0 shares as an open position at the end with unrealized return: -0.008046173111405186, Duration: 195.0 minutes
